Plugin ID,CVE,CVSS,Risk,Host,Protocol,Port,Name,Synopsis,Description,Solution,See Also,Plugin Output,STIG Severity,Risk Factor
"97833","CVE-2017-0144","9.3","High","10.91.251.173","tcp","445","MS17-010: Security Update for Microsoft Windows SMB Server (4013389) (ETERNALBLUE) (ETERNALCHAMPION) (ETERNALROMANCE) (ETERNALSYNERGY) (WannaCry) (EternalRocks) (Petya) (uncredentialed check)","The remote Windows host is affected by multiple vulnerabilities.","The remote Windows host is affected by the following vulnerabilities :

  - Multiple remote code execution vulnerabilities exist in
    Microsoft Server Message Block 1.0 (SMBv1) due to
    improper handling of certain requests. An
    unauthenticated, remote attacker can exploit these
    vulnerabilities, via a specially crafted packet, to
    execute arbitrary code. (CVE-2017-0143, CVE-2017-0144,
    CVE-2017-0145, CVE-2017-0146, CVE-2017-0148)

  - An information disclosure vulnerability exists in
    Microsoft Server Message Block 1.0 (SMBv1) due to
    improper handling of certain requests. An
    unauthenticated, remote attacker can exploit this, via a
    specially crafted packet, to disclose sensitive
    information. (CVE-2017-0147)

ETERNALBLUE, ETERNALCHAMPION, ETERNALROMANCE, and ETERNALSYNERGY are
four of multiple Equation Group vulnerabilities and exploits disclosed
on 2017/04/14 by a group known as the Shadow Brokers. WannaCry /
WannaCrypt is a ransomware program utilizing the ETERNALBLUE exploit,
and EternalRocks is a worm that utilizes seven Equation Group
vulnerabilities. Petya is a ransomware program that first utilizes
CVE-2017-0199, a vulnerability in Microsoft Office, and then spreads
via ETERNALBLUE.","Microsoft has released a set of patches for Windows Vista, 2008, 7,
2008 R2, 2012, 8.1, RT 8.1, 2012 R2, 10, and 2016. Microsoft has also
released emergency patches for Windows operating systems that are no
longer supported, including Windows XP, 2003, and 8.

For unsupported Windows operating systems, e.g. Windows XP, Microsoft
recommends that users discontinue the use of SMBv1. SMBv1 lacks
security features that were included in later SMB versions. SMBv1 can
be disabled by following the vendor instructions provided in Microsoft
KB2696547. Additionally, US-CERT recommends that users block SMB
directly by blocking TCP port 445 on all network boundary devices. For
SMB over the NetBIOS API, block TCP ports 137 / 139 and UDP ports 137
/ 138 on all network boundary devices.","http://www.nessus.org/u?68fc8eff
http://www.nessus.org/u?321523eb
http://www.nessus.org/u?065561d0
http://www.nessus.org/u?d9f569cf
https://blogs.technet.microsoft.com/filecab/2016/09/16/stop-using-smb1/
http://www.nessus.org/u?b9d9ebf9
http://www.nessus.org/u?8dcab5e4
http://www.nessus.org/u?234f8ef8
http://www.nessus.org/u?4c7e0cf3
https://github.com/stamparm/EternalRocks/
http://www.nessus.org/u?59db5b5b","","I","High"
"97833","CVE-2017-0145","9.3","High","10.91.251.173","tcp","445","MS17-010: Security Update for Microsoft Windows SMB Server (4013389) (ETERNALBLUE) (ETERNALCHAMPION) (ETERNALROMANCE) (ETERNALSYNERGY) (WannaCry) (EternalRocks) (Petya) (uncredentialed check)","The remote Windows host is affected by multiple vulnerabilities.","The remote Windows host is affected by the following vulnerabilities :

  - Multiple remote code execution vulnerabilities exist in
    Microsoft Server Message Block 1.0 (SMBv1) due to
    improper handling of certain requests. An
    unauthenticated, remote attacker can exploit these
    vulnerabilities, via a specially crafted packet, to
    execute arbitrary code. (CVE-2017-0143, CVE-2017-0144,
    CVE-2017-0145, CVE-2017-0146, CVE-2017-0148)

  - An information disclosure vulnerability exists in
    Microsoft Server Message Block 1.0 (SMBv1) due to
    improper handling of certain requests. An
    unauthenticated, remote attacker can exploit this, via a
    specially crafted packet, to disclose sensitive
    information. (CVE-2017-0147)

ETERNALBLUE, ETERNALCHAMPION, ETERNALROMANCE, and ETERNALSYNERGY are
four of multiple Equation Group vulnerabilities and exploits disclosed
on 2017/04/14 by a group known as the Shadow Brokers. WannaCry /
WannaCrypt is a ransomware program utilizing the ETERNALBLUE exploit,
and EternalRocks is a worm that utilizes seven Equation Group
vulnerabilities. Petya is a ransomware program that first utilizes
CVE-2017-0199, a vulnerability in Microsoft Office, and then spreads
via ETERNALBLUE.","Microsoft has released a set of patches for Windows Vista, 2008, 7,
2008 R2, 2012, 8.1, RT 8.1, 2012 R2, 10, and 2016. Microsoft has also
released emergency patches for Windows operating systems that are no
longer supported, including Windows XP, 2003, and 8.

For unsupported Windows operating systems, e.g. Windows XP, Microsoft
recommends that users discontinue the use of SMBv1. SMBv1 lacks
security features that were included in later SMB versions. SMBv1 can
be disabled by following the vendor instructions provided in Microsoft
KB2696547. Additionally, US-CERT recommends that users block SMB
directly by blocking TCP port 445 on all network boundary devices. For
SMB over the NetBIOS API, block TCP ports 137 / 139 and UDP ports 137
/ 138 on all network boundary devices.","http://www.nessus.org/u?68fc8eff
http://www.nessus.org/u?321523eb
http://www.nessus.org/u?065561d0
http://www.nessus.org/u?d9f569cf
https://blogs.technet.microsoft.com/filecab/2016/09/16/stop-using-smb1/
http://www.nessus.org/u?b9d9ebf9
http://www.nessus.org/u?8dcab5e4
http://www.nessus.org/u?234f8ef8
http://www.nessus.org/u?4c7e0cf3
https://github.com/stamparm/EternalRocks/
http://www.nessus.org/u?59db5b5b","","I","High"
"97833","CVE-2017-0146","9.3","High","10.91.251.173","tcp","445","MS17-010: Security Update for Microsoft Windows SMB Server (4013389) (ETERNALBLUE) (ETERNALCHAMPION) (ETERNALROMANCE) (ETERNALSYNERGY) (WannaCry) (EternalRocks) (Petya) (uncredentialed check)","The remote Windows host is affected by multiple vulnerabilities.","The remote Windows host is affected by the following vulnerabilities :

  - Multiple remote code execution vulnerabilities exist in
    Microsoft Server Message Block 1.0 (SMBv1) due to
    improper handling of certain requests. An
    unauthenticated, remote attacker can exploit these
    vulnerabilities, via a specially crafted packet, to
    execute arbitrary code. (CVE-2017-0143, CVE-2017-0144,
    CVE-2017-0145, CVE-2017-0146, CVE-2017-0148)

  - An information disclosure vulnerability exists in
    Microsoft Server Message Block 1.0 (SMBv1) due to
    improper handling of certain requests. An
    unauthenticated, remote attacker can exploit this, via a
    specially crafted packet, to disclose sensitive
    information. (CVE-2017-0147)

ETERNALBLUE, ETERNALCHAMPION, ETERNALROMANCE, and ETERNALSYNERGY are
four of multiple Equation Group vulnerabilities and exploits disclosed
on 2017/04/14 by a group known as the Shadow Brokers. WannaCry /
WannaCrypt is a ransomware program utilizing the ETERNALBLUE exploit,
and EternalRocks is a worm that utilizes seven Equation Group
vulnerabilities. Petya is a ransomware program that first utilizes
CVE-2017-0199, a vulnerability in Microsoft Office, and then spreads
via ETERNALBLUE.","Microsoft has released a set of patches for Windows Vista, 2008, 7,
2008 R2, 2012, 8.1, RT 8.1, 2012 R2, 10, and 2016. Microsoft has also
released emergency patches for Windows operating systems that are no
longer supported, including Windows XP, 2003, and 8.

For unsupported Windows operating systems, e.g. Windows XP, Microsoft
recommends that users discontinue the use of SMBv1. SMBv1 lacks
security features that were included in later SMB versions. SMBv1 can
be disabled by following the vendor instructions provided in Microsoft
KB2696547. Additionally, US-CERT recommends that users block SMB
directly by blocking TCP port 445 on all network boundary devices. For
SMB over the NetBIOS API, block TCP ports 137 / 139 and UDP ports 137
/ 138 on all network boundary devices.","http://www.nessus.org/u?68fc8eff
http://www.nessus.org/u?321523eb
http://www.nessus.org/u?065561d0
http://www.nessus.org/u?d9f569cf
https://blogs.technet.microsoft.com/filecab/2016/09/16/stop-using-smb1/
http://www.nessus.org/u?b9d9ebf9
http://www.nessus.org/u?8dcab5e4
http://www.nessus.org/u?234f8ef8
http://www.nessus.org/u?4c7e0cf3
https://github.com/stamparm/EternalRocks/
http://www.nessus.org/u?59db5b5b","","I","High"
"97833","CVE-2017-0147","9.3","High","10.91.251.173","tcp","445","MS17-010: Security Update for Microsoft Windows SMB Server (4013389) (ETERNALBLUE) (ETERNALCHAMPION) (ETERNALROMANCE) (ETERNALSYNERGY) (WannaCry) (EternalRocks) (Petya) (uncredentialed check)","The remote Windows host is affected by multiple vulnerabilities.","The remote Windows host is affected by the following vulnerabilities :

  - Multiple remote code execution vulnerabilities exist in
    Microsoft Server Message Block 1.0 (SMBv1) due to
    improper handling of certain requests. An
    unauthenticated, remote attacker can exploit these
    vulnerabilities, via a specially crafted packet, to
    execute arbitrary code. (CVE-2017-0143, CVE-2017-0144,
    CVE-2017-0145, CVE-2017-0146, CVE-2017-0148)

  - An information disclosure vulnerability exists in
    Microsoft Server Message Block 1.0 (SMBv1) due to
    improper handling of certain requests. An
    unauthenticated, remote attacker can exploit this, via a
    specially crafted packet, to disclose sensitive
    information. (CVE-2017-0147)

ETERNALBLUE, ETERNALCHAMPION, ETERNALROMANCE, and ETERNALSYNERGY are
four of multiple Equation Group vulnerabilities and exploits disclosed
on 2017/04/14 by a group known as the Shadow Brokers. WannaCry /
WannaCrypt is a ransomware program utilizing the ETERNALBLUE exploit,
and EternalRocks is a worm that utilizes seven Equation Group
vulnerabilities. Petya is a ransomware program that first utilizes
CVE-2017-0199, a vulnerability in Microsoft Office, and then spreads
via ETERNALBLUE.","Microsoft has released a set of patches for Windows Vista, 2008, 7,
2008 R2, 2012, 8.1, RT 8.1, 2012 R2, 10, and 2016. Microsoft has also
released emergency patches for Windows operating systems that are no
longer supported, including Windows XP, 2003, and 8.

For unsupported Windows operating systems, e.g. Windows XP, Microsoft
recommends that users discontinue the use of SMBv1. SMBv1 lacks
security features that were included in later SMB versions. SMBv1 can
be disabled by following the vendor instructions provided in Microsoft
KB2696547. Additionally, US-CERT recommends that users block SMB
directly by blocking TCP port 445 on all network boundary devices. For
SMB over the NetBIOS API, block TCP ports 137 / 139 and UDP ports 137
/ 138 on all network boundary devices.","http://www.nessus.org/u?68fc8eff
http://www.nessus.org/u?321523eb
http://www.nessus.org/u?065561d0
http://www.nessus.org/u?d9f569cf
https://blogs.technet.microsoft.com/filecab/2016/09/16/stop-using-smb1/
http://www.nessus.org/u?b9d9ebf9
http://www.nessus.org/u?8dcab5e4
http://www.nessus.org/u?234f8ef8
http://www.nessus.org/u?4c7e0cf3
https://github.com/stamparm/EternalRocks/
http://www.nessus.org/u?59db5b5b","","I","High"
"97833","CVE-2017-0148","9.3","High","10.91.251.173","tcp","445","MS17-010: Security Update for Microsoft Windows SMB Server (4013389) (ETERNALBLUE) (ETERNALCHAMPION) (ETERNALROMANCE) (ETERNALSYNERGY) (WannaCry) (EternalRocks) (Petya) (uncredentialed check)","The remote Windows host is affected by multiple vulnerabilities.","The remote Windows host is affected by the following vulnerabilities :

  - Multiple remote code execution vulnerabilities exist in
    Microsoft Server Message Block 1.0 (SMBv1) due to
    improper handling of certain requests. An
    unauthenticated, remote attacker can exploit these
    vulnerabilities, via a specially crafted packet, to
    execute arbitrary code. (CVE-2017-0143, CVE-2017-0144,
    CVE-2017-0145, CVE-2017-0146, CVE-2017-0148)

  - An information disclosure vulnerability exists in
    Microsoft Server Message Block 1.0 (SMBv1) due to
    improper handling of certain requests. An
    unauthenticated, remote attacker can exploit this, via a
    specially crafted packet, to disclose sensitive
    information. (CVE-2017-0147)

ETERNALBLUE, ETERNALCHAMPION, ETERNALROMANCE, and ETERNALSYNERGY are
four of multiple Equation Group vulnerabilities and exploits disclosed
on 2017/04/14 by a group known as the Shadow Brokers. WannaCry /
WannaCrypt is a ransomware program utilizing the ETERNALBLUE exploit,
and EternalRocks is a worm that utilizes seven Equation Group
vulnerabilities. Petya is a ransomware program that first utilizes
CVE-2017-0199, a vulnerability in Microsoft Office, and then spreads
via ETERNALBLUE.","Microsoft has released a set of patches for Windows Vista, 2008, 7,
2008 R2, 2012, 8.1, RT 8.1, 2012 R2, 10, and 2016. Microsoft has also
released emergency patches for Windows operating systems that are no
longer supported, including Windows XP, 2003, and 8.

For unsupported Windows operating systems, e.g. Windows XP, Microsoft
recommends that users discontinue the use of SMBv1. SMBv1 lacks
security features that were included in later SMB versions. SMBv1 can
be disabled by following the vendor instructions provided in Microsoft
KB2696547. Additionally, US-CERT recommends that users block SMB
directly by blocking TCP port 445 on all network boundary devices. For
SMB over the NetBIOS API, block TCP ports 137 / 139 and UDP ports 137
/ 138 on all network boundary devices.","http://www.nessus.org/u?68fc8eff
http://www.nessus.org/u?321523eb
http://www.nessus.org/u?065561d0
http://www.nessus.org/u?d9f569cf
https://blogs.technet.microsoft.com/filecab/2016/09/16/stop-using-smb1/
http://www.nessus.org/u?b9d9ebf9
http://www.nessus.org/u?8dcab5e4
http://www.nessus.org/u?234f8ef8
http://www.nessus.org/u?4c7e0cf3
https://github.com/stamparm/EternalRocks/
http://www.nessus.org/u?59db5b5b","","I","High"
"100669","","","None","10.91.251.173","tcp","80","Web Application Cookies Are Expired","HTTP cookies have an 'Expires' attribute that is set with a past date
or time.","The remote web application sets various cookies throughout a user's
unauthenticated and authenticated session. However, Nessus has
detected that one or more of the cookies have an 'Expires' attribute
that is set with a past date or time, meaning that these cookies will
be removed by the browser.","Each cookie should be carefully reviewed to determine if it contains
sensitive data or is relied upon for a security decision.

If needed, set an expiration date in the future so the cookie will
persist or remove the Expires cookie attribute altogether to convert
the cookie to a session cookie.","https://tools.ietf.org/html/rfc6265","
The following cookies are expired :

Name : pma_fontsize
Path : /phpmyadmin/
Value : deleted
Domain : 
Version : 1
Expires : Mon, 25-Feb-2019 00:06:44 GMT
Comment : 
Secure : 1
Httponly : 0
Port : 


Name : pma_theme
Path : /phpmyadmin/
Value : deleted
Domain : 
Version : 1
Expires : Mon, 25-Feb-2019 00:06:44 GMT
Comment : 
Secure : 1
Httponly : 0
Port : 

","","None"
"100669","","","None","10.91.251.173","tcp","443","Web Application Cookies Are Expired","HTTP cookies have an 'Expires' attribute that is set with a past date
or time.","The remote web application sets various cookies throughout a user's
unauthenticated and authenticated session. However, Nessus has
detected that one or more of the cookies have an 'Expires' attribute
that is set with a past date or time, meaning that these cookies will
be removed by the browser.","Each cookie should be carefully reviewed to determine if it contains
sensitive data or is relied upon for a security decision.

If needed, set an expiration date in the future so the cookie will
persist or remove the Expires cookie attribute altogether to convert
the cookie to a session cookie.","https://tools.ietf.org/html/rfc6265","
The following cookies are expired :

Name : pma_fontsize
Path : /phpmyadmin/
Value : deleted
Domain : 
Version : 1
Expires : Mon, 25-Feb-2019 00:06:44 GMT
Comment : 
Secure : 1
Httponly : 0
Port : 


Name : pma_theme
Path : /phpmyadmin/
Value : deleted
Domain : 
Version : 1
Expires : Mon, 25-Feb-2019 00:06:44 GMT
Comment : 
Secure : 1
Httponly : 0
Port : 

","","None"
"100669","","","None","10.91.251.173","tcp","5800","Web Application Cookies Are Expired","HTTP cookies have an 'Expires' attribute that is set with a past date
or time.","The remote web application sets various cookies throughout a user's
unauthenticated and authenticated session. However, Nessus has
detected that one or more of the cookies have an 'Expires' attribute
that is set with a past date or time, meaning that these cookies will
be removed by the browser.","Each cookie should be carefully reviewed to determine if it contains
sensitive data or is relied upon for a security decision.

If needed, set an expiration date in the future so the cookie will
persist or remove the Expires cookie attribute altogether to convert
the cookie to a session cookie.","https://tools.ietf.org/html/rfc6265","
The following cookies are expired :

Name : pma_fontsize
Path : /phpmyadmin/
Value : deleted
Domain : 
Version : 1
Expires : Mon, 25-Feb-2019 00:06:44 GMT
Comment : 
Secure : 1
Httponly : 0
Port : 


Name : pma_theme
Path : /phpmyadmin/
Value : deleted
Domain : 
Version : 1
Expires : Mon, 25-Feb-2019 00:06:44 GMT
Comment : 
Secure : 1
Httponly : 0
Port : 

","","None"
"100871","","","None","10.91.251.173","tcp","445","Microsoft Windows SMB Versions Supported (remote check)","It was possible to obtain information about the version of SMB running
on the remote host.","Nessus was able to obtain the version of SMB running on the remote
host by sending an authentication request to port 139 or 445.

Note that this plugin is a remote check and does not work on agents.","n/a","","
The remote host supports the following versions of SMB :
  SMBv1
","","None"
"100995","CVE-2017-3167","7.5","High","10.91.251.173","tcp","80","Apache 2.2.x < 2.2.33-dev / 2.4.x < 2.4.26 Multiple Vulnerabilities","The remote web server is affected by multiple vulnerabilities.","According to its banner, the version of Apache running on the remote
host is 2.2.x prior to 2.2.33-dev or 2.4.x prior to 2.4.26. It is,
therefore, affected by the following vulnerabilities :

  - An authentication bypass vulnerability exists due to
    third-party modules using the ap_get_basic_auth_pw()
    function outside of the authentication phase. An
    unauthenticated, remote attacker can exploit this to
    bypass authentication requirements. (CVE-2017-3167)

  - A NULL pointer dereference flaw exists due to
    third-party module calls to the mod_ssl
    ap_hook_process_connection() function during an HTTP
    request to an HTTPS port. An unauthenticated, remote
    attacker can exploit this to cause a denial of service
    condition. (CVE-2017-3169)

  - A NULL pointer dereference flaw exists in mod_http2 that
    is triggered when handling a specially crafted HTTP/2
    request. An unauthenticated, remote attacker can exploit
    this to cause a denial of service condition. Note that
    this vulnerability does not affect 2.2.x.
    (CVE-2017-7659)

  - An out-of-bounds read error exists in the
    ap_find_token() function due to improper handling of
    header sequences. An unauthenticated, remote attacker
    can exploit this, via a specially crafted header
    sequence, to cause a denial of service condition.
    (CVE-2017-7668)

  - An out-of-bounds read error exists in mod_mime due to
    improper handling of Content-Type response headers. An
    unauthenticated, remote attacker can exploit this, via a
    specially crafted Content-Type response header, to cause
    a denial of service condition or the disclosure of
    sensitive information. (CVE-2017-7679)

Note that Nessus has not tested for these issues but has instead
relied only on the application's self-reported version number.","Upgrade to Apache version 2.2.33-dev / 2.4.26 or later.","https://archive.apache.org/dist/httpd/CHANGES_2.2.32
https://archive.apache.org/dist/httpd/CHANGES_2.4.26
https://httpd.apache.org/security/vulnerabilities_22.html
https://httpd.apache.org/security/vulnerabilities_24.html","
  Source            : Server: Apache/2.2.12 (Win32) DAV/2 mod_ssl/2.2.12 OpenSSL/0.9.8k mod_autoindex_color PHP/5.3.0 mod_perl/2.0.4 Perl/v5.10.0
  Installed version : 2.2.12
  Fixed version     : 2.2.33
","","High"
"100995","CVE-2017-3169","7.5","High","10.91.251.173","tcp","80","Apache 2.2.x < 2.2.33-dev / 2.4.x < 2.4.26 Multiple Vulnerabilities","The remote web server is affected by multiple vulnerabilities.","According to its banner, the version of Apache running on the remote
host is 2.2.x prior to 2.2.33-dev or 2.4.x prior to 2.4.26. It is,
therefore, affected by the following vulnerabilities :

  - An authentication bypass vulnerability exists due to
    third-party modules using the ap_get_basic_auth_pw()
    function outside of the authentication phase. An
    unauthenticated, remote attacker can exploit this to
    bypass authentication requirements. (CVE-2017-3167)

  - A NULL pointer dereference flaw exists due to
    third-party module calls to the mod_ssl
    ap_hook_process_connection() function during an HTTP
    request to an HTTPS port. An unauthenticated, remote
    attacker can exploit this to cause a denial of service
    condition. (CVE-2017-3169)

  - A NULL pointer dereference flaw exists in mod_http2 that
    is triggered when handling a specially crafted HTTP/2
    request. An unauthenticated, remote attacker can exploit
    this to cause a denial of service condition. Note that
    this vulnerability does not affect 2.2.x.
    (CVE-2017-7659)

  - An out-of-bounds read error exists in the
    ap_find_token() function due to improper handling of
    header sequences. An unauthenticated, remote attacker
    can exploit this, via a specially crafted header
    sequence, to cause a denial of service condition.
    (CVE-2017-7668)

  - An out-of-bounds read error exists in mod_mime due to
    improper handling of Content-Type response headers. An
    unauthenticated, remote attacker can exploit this, via a
    specially crafted Content-Type response header, to cause
    a denial of service condition or the disclosure of
    sensitive information. (CVE-2017-7679)

Note that Nessus has not tested for these issues but has instead
relied only on the application's self-reported version number.","Upgrade to Apache version 2.2.33-dev / 2.4.26 or later.","https://archive.apache.org/dist/httpd/CHANGES_2.2.32
https://archive.apache.org/dist/httpd/CHANGES_2.4.26
https://httpd.apache.org/security/vulnerabilities_22.html
https://httpd.apache.org/security/vulnerabilities_24.html","
  Source            : Server: Apache/2.2.12 (Win32) DAV/2 mod_ssl/2.2.12 OpenSSL/0.9.8k mod_autoindex_color PHP/5.3.0 mod_perl/2.0.4 Perl/v5.10.0
  Installed version : 2.2.12
  Fixed version     : 2.2.33
","","High"
"100995","CVE-2017-7659","7.5","High","10.91.251.173","tcp","80","Apache 2.2.x < 2.2.33-dev / 2.4.x < 2.4.26 Multiple Vulnerabilities","The remote web server is affected by multiple vulnerabilities.","According to its banner, the version of Apache running on the remote
host is 2.2.x prior to 2.2.33-dev or 2.4.x prior to 2.4.26. It is,
therefore, affected by the following vulnerabilities :

  - An authentication bypass vulnerability exists due to
    third-party modules using the ap_get_basic_auth_pw()
    function outside of the authentication phase. An
    unauthenticated, remote attacker can exploit this to
    bypass authentication requirements. (CVE-2017-3167)

  - A NULL pointer dereference flaw exists due to
    third-party module calls to the mod_ssl
    ap_hook_process_connection() function during an HTTP
    request to an HTTPS port. An unauthenticated, remote
    attacker can exploit this to cause a denial of service
    condition. (CVE-2017-3169)

  - A NULL pointer dereference flaw exists in mod_http2 that
    is triggered when handling a specially crafted HTTP/2
    request. An unauthenticated, remote attacker can exploit
    this to cause a denial of service condition. Note that
    this vulnerability does not affect 2.2.x.
    (CVE-2017-7659)

  - An out-of-bounds read error exists in the
    ap_find_token() function due to improper handling of
    header sequences. An unauthenticated, remote attacker
    can exploit this, via a specially crafted header
    sequence, to cause a denial of service condition.
    (CVE-2017-7668)

  - An out-of-bounds read error exists in mod_mime due to
    improper handling of Content-Type response headers. An
    unauthenticated, remote attacker can exploit this, via a
    specially crafted Content-Type response header, to cause
    a denial of service condition or the disclosure of
    sensitive information. (CVE-2017-7679)

Note that Nessus has not tested for these issues but has instead
relied only on the application's self-reported version number.","Upgrade to Apache version 2.2.33-dev / 2.4.26 or later.","https://archive.apache.org/dist/httpd/CHANGES_2.2.32
https://archive.apache.org/dist/httpd/CHANGES_2.4.26
https://httpd.apache.org/security/vulnerabilities_22.html
https://httpd.apache.org/security/vulnerabilities_24.html","
  Source            : Server: Apache/2.2.12 (Win32) DAV/2 mod_ssl/2.2.12 OpenSSL/0.9.8k mod_autoindex_color PHP/5.3.0 mod_perl/2.0.4 Perl/v5.10.0
  Installed version : 2.2.12
  Fixed version     : 2.2.33
","","High"
"100995","CVE-2017-7668","7.5","High","10.91.251.173","tcp","80","Apache 2.2.x < 2.2.33-dev / 2.4.x < 2.4.26 Multiple Vulnerabilities","The remote web server is affected by multiple vulnerabilities.","According to its banner, the version of Apache running on the remote
host is 2.2.x prior to 2.2.33-dev or 2.4.x prior to 2.4.26. It is,
therefore, affected by the following vulnerabilities :

  - An authentication bypass vulnerability exists due to
    third-party modules using the ap_get_basic_auth_pw()
    function outside of the authentication phase. An
    unauthenticated, remote attacker can exploit this to
    bypass authentication requirements. (CVE-2017-3167)

  - A NULL pointer dereference flaw exists due to
    third-party module calls to the mod_ssl
    ap_hook_process_connection() function during an HTTP
    request to an HTTPS port. An unauthenticated, remote
    attacker can exploit this to cause a denial of service
    condition. (CVE-2017-3169)

  - A NULL pointer dereference flaw exists in mod_http2 that
    is triggered when handling a specially crafted HTTP/2
    request. An unauthenticated, remote attacker can exploit
    this to cause a denial of service condition. Note that
    this vulnerability does not affect 2.2.x.
    (CVE-2017-7659)

  - An out-of-bounds read error exists in the
    ap_find_token() function due to improper handling of
    header sequences. An unauthenticated, remote attacker
    can exploit this, via a specially crafted header
    sequence, to cause a denial of service condition.
    (CVE-2017-7668)

  - An out-of-bounds read error exists in mod_mime due to
    improper handling of Content-Type response headers. An
    unauthenticated, remote attacker can exploit this, via a
    specially crafted Content-Type response header, to cause
    a denial of service condition or the disclosure of
    sensitive information. (CVE-2017-7679)

Note that Nessus has not tested for these issues but has instead
relied only on the application's self-reported version number.","Upgrade to Apache version 2.2.33-dev / 2.4.26 or later.","https://archive.apache.org/dist/httpd/CHANGES_2.2.32
https://archive.apache.org/dist/httpd/CHANGES_2.4.26
https://httpd.apache.org/security/vulnerabilities_22.html
https://httpd.apache.org/security/vulnerabilities_24.html","
  Source            : Server: Apache/2.2.12 (Win32) DAV/2 mod_ssl/2.2.12 OpenSSL/0.9.8k mod_autoindex_color PHP/5.3.0 mod_perl/2.0.4 Perl/v5.10.0
  Installed version : 2.2.12
  Fixed version     : 2.2.33
","","High"
"100995","CVE-2017-7679","7.5","High","10.91.251.173","tcp","80","Apache 2.2.x < 2.2.33-dev / 2.4.x < 2.4.26 Multiple Vulnerabilities","The remote web server is affected by multiple vulnerabilities.","According to its banner, the version of Apache running on the remote
host is 2.2.x prior to 2.2.33-dev or 2.4.x prior to 2.4.26. It is,
therefore, affected by the following vulnerabilities :

  - An authentication bypass vulnerability exists due to
    third-party modules using the ap_get_basic_auth_pw()
    function outside of the authentication phase. An
    unauthenticated, remote attacker can exploit this to
    bypass authentication requirements. (CVE-2017-3167)

  - A NULL pointer dereference flaw exists due to
    third-party module calls to the mod_ssl
    ap_hook_process_connection() function during an HTTP
    request to an HTTPS port. An unauthenticated, remote
    attacker can exploit this to cause a denial of service
    condition. (CVE-2017-3169)

  - A NULL pointer dereference flaw exists in mod_http2 that
    is triggered when handling a specially crafted HTTP/2
    request. An unauthenticated, remote attacker can exploit
    this to cause a denial of service condition. Note that
    this vulnerability does not affect 2.2.x.
    (CVE-2017-7659)

  - An out-of-bounds read error exists in the
    ap_find_token() function due to improper handling of
    header sequences. An unauthenticated, remote attacker
    can exploit this, via a specially crafted header
    sequence, to cause a denial of service condition.
    (CVE-2017-7668)

  - An out-of-bounds read error exists in mod_mime due to
    improper handling of Content-Type response headers. An
    unauthenticated, remote attacker can exploit this, via a
    specially crafted Content-Type response header, to cause
    a denial of service condition or the disclosure of
    sensitive information. (CVE-2017-7679)

Note that Nessus has not tested for these issues but has instead
relied only on the application's self-reported version number.","Upgrade to Apache version 2.2.33-dev / 2.4.26 or later.","https://archive.apache.org/dist/httpd/CHANGES_2.2.32
https://archive.apache.org/dist/httpd/CHANGES_2.4.26
https://httpd.apache.org/security/vulnerabilities_22.html
https://httpd.apache.org/security/vulnerabilities_24.html","
  Source            : Server: Apache/2.2.12 (Win32) DAV/2 mod_ssl/2.2.12 OpenSSL/0.9.8k mod_autoindex_color PHP/5.3.0 mod_perl/2.0.4 Perl/v5.10.0
  Installed version : 2.2.12
  Fixed version     : 2.2.33
","","High"
